-0.0829303 0.000517887 0.142045 0.000366201
-0.0910255 0.000499639 0.138473 0.000353298
-0.0965836 0.000487853 0.135287 0.000344964
-0.101746 0.0004724 0.131342 0.000334037
-0.105769 0.000466312 0.129579 0.000329733
-0.114032 0.000461094 0.126238 0.000326043
-0.117793 0.000457711 0.126598 0.000323651
-0.117895 0.000485619 0.133913 0.000343385
-0.116748 0.000496906 0.136584 0.000351365
-0.116748 0.000496906 0.136584 0.000351365
-0.116748 0.000496906 0.136584 0.000351365
-0.117895 0.000485619 0.133913 0.000343385
-0.117793 0.000457711 0.126598 0.000323651
-0.114032 0.000461094 0.126238 0.000326043
-0.105769 0.000466312 0.129579 0.000329733
-0.101746 0.0004724 0.131342 0.000334037
-0.0965836 0.000487853 0.135287 0.000344964
-0.0910255 0.000499639 0.138473 0.000353298
-0.0829303 0.000517887 0.142045 0.000366201
-0.0827298 0.000517944 0.14191 0.000366242
-0.0908706 0.000499628 0.138384 0.00035329
-0.0964098 0.000487872 0.135181 0.000344977
-0.101608 0.000472522 0.131277 0.000334123
-0.105685 0.000466491 0.129554 0.000329859
-0.113939 0.000461364 0.126211 0.000326234
-0.117722 0.000457789 0.126539 0.000323705
-0.117849 0.000485916 0.13391 0.000343595
-0.116676 0.00049707 0.136555 0.000351481
-0.116681 0.000497072 0.136554 0.000351483
-0.117851 0.000485934 0.133912 0.000343607
-0.117719 0.000457818 0.126543 0.000323726
-0.113933 0.000461417 0.126215 0.000326271
-0.105685 0.000466541 0.12955 0.000329894
-0.101623 0.000472549 0.13127 0.000334142
-0.0964033 0.000487975 0.135187 0.00034505
-0.0908738 0.000499627 0.138343 0.00035329
-0.082755 0.000518055 0.141889 0.00036632
-0.082755 0.000518055 0.141889 0.00036632
-0.0908738 0.000499627 0.138343 0.00035329
-0.0964033 0.000487975 0.135187 0.00034505
-0.101623 0.000472549 0.13127 0.000334142
-0.105685 0.000466541 0.12955 0.000329894
-0.113933 0.000461417 0.126215 0.000326271
-0.117719 0.000457818 0.126543 0.000323726
-0.117851 0.000485934 0.133912 0.000343607
-0.116681 0.000497072 0.136554 0.000351483
